is_spam,text
0,Ok.. when? Me glen dam bored now
1,Pay now   get MORE for SURE Offer on your broadband acc. Pay 2/6/12/36 Months Adv Rent and get 7days/1Mn/3Mn/ Laptop free. Call 01166082711. Conditions Apply
1,we miss you heres a rs cashback promocode re  linked to mukeshnonihalgmailcom for min rs transaction  valid twice per usercreditdebit card not valid for airtel offer ends th dec tc apply
0,"Yah, its tuesday.... Me blur liao. Too much work and screaming from my mam, haha...   had yr lunch yet?"
0,Think he at home cause just now I go sch he just wake up
0,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is"
0,We will call you when we going down bah. :D
1,ahmedabadmumbai jet airways flight halted following threat call search operation underway catch live on india today httpbitlykzbqlf
0,U where got fat so thin T.T... wait in the end I fat only sob sob sob
0,ime: 63 mins approx 
1, rejoice greatly  daughter zion shout  daughter jerusalem see  your king comes to you  righteous and victorious  lowly and riding on a donkey  on a colt  the foal of a donkeyzachgood morning have a blessed palm sunday 
1,Dear Customer Your RBL Bank Credit Card Points Worth Rs.6885 Will Expire By Tomorrow Kindly Redeem Your Points In Cash By Clicking On www.grthub.in -RBLCRD
0,Hey ├╝ want me to buy tickets first? Btw... I havent watch alex and emma yet bcoz i heard reviews not good.
1,Dear Customer Your postpaid bill for 10th Oct XXXX have now be generate Your Current Outstanding stand Rs 285.77 kindly pay your Bill Ignore this message if you have already paid.For quick payment visit our website or near store or you can pay now by use http://www.myvi.in/postpaid/quick-online bill payment
1,GOV.UK ALERT CORONAVIRUS It have come to our attention that you have be out of the house more than once Due to this irresponsible behaviour we be issue you a formal warning and ├é┬ú XXX fine If this continue the fine could increase to a maximum of ├é┬ú XXXX and or an arrest Payment will be take automatically out of your account Call XXXX XXX XXXX for any enquiry or to appeal
1,TikTok XXXX be your verification code valid for X minute To keep your account safe never forward this code
0,oo.. that's gd. kk  u informing the rest?
1,dear hdfc bank creditcard holder get  cashback upto rs on all online utilityspends incl mobile recharges between sep oct  t c http bit ly mzewqw
0,Uhh sorry was busy. I bought phtoresist
1,get  discount rs localstd sms   days on airtel retailer recharge offer valid for today only dial  for best sms offers
0,i had lunch please don't prepare it
1,The SMS OTP be VJNb XXXXXX for UOB Personal Internet Banking UOB Mobile Please enter by 04:42 PM XX Feb XXXX SG Time The SMS OTP be dHn2-315864 for UOB Personal Internet Banking UOB Mobile Please enter by 04:42 PM XX Feb XXXX SG Time The SMS OTP be vgfk XXXXXX for UOB Personal Internet
1,McDelivery have arrive Download the UberEATS app to order http://clkuk .com WwHsOu7i3hU Terms apply To opt out text STOP to XXXXX for free
1,get health insurance starting  rs day low on premium  max on cover  cashless cover  best claim settlement sms ct to  tc apply
0,Book kit for steering and half shaft <#> mm and 6mm rodAn6 and an6 with pipe and barb to pipe threadClear hose for fuelTotal tech
1,You have outstanding Traffic offence s Pay here www.paymyfines.co.za/tcr.aspx inf BF XX XXXXXXX XXX From PAY MY FINES If pay pls ignore
1,dear harshitamehtonyahooin  your voucher no is  for squeeze styles unisex salon worth rs   pay rs  to the merchant  is valid till  call us at    in case of any issues enjoy the deal
1,"IncomeTax e filing require you to click http://bit.ly/ 2Z1pQSs to submit a formal refund request for the remittance of your approved refund of Rs25,290.09"
1,Hi Martin I saw this and thought of you straight away Might this be of interest to you www.ikeo.com/carpet/63101
1,make this akshaya tritiya more auspicious with tanishq birhana road get free gold coins on every purchaseoffer valid till  maytc valet parking available
0,Yeap and kristacia?
1,hot box gives you fabulous food offers just for you order through our android app at bitlyiwbad and get  off hurry up and relish scrumptious meals
1,rfirst  flat owners can now save up to rs  lacs dosti ambrosia wadala    bhks ready possession wid oc rs  cr for details call 
1,Dear SBI user your YONO SBI Account will be block today Please click on the link below to update your PAN detail further Thank you https //rb.gy/o6vo4h
0,Ugh hopefully the asus ppl dont randomly do a reformat.
1,attention please win rs shopping voucher in a week score  more points for a chance to win call   rsans  play win  lakhs goldtnc
0,Lols wad the! Thks
0,so fast listen to darren already..
1,21/9/18 7:35 pm UPGRADE TODAY The iPhone Xs and Xs Max be available now It 's perfect timing because you 're eligible to upgrade Plus order online and you 'll score up to 10GB bonus data on select plan Head to vodafone.com.au/ upgradeoffer Data for use in Oz Offer end 09/10/2018 T C apply
1,Wells Fargo http://tiny.cc/59alby Request Identity Suspicious AccountLocked041
0,Haha ic... ganbatte! Dunno leh scare won't sleep so early lol tooearly! Latest also 2am bah... not bad arh talk cok abit lol
1,thanks for shopping with puma you have earned  points on your purchase of rs   you now have  points worth rs 
0,"Praise the Lord bro! The guys r meetin up 2mrw @ 9 in the mornin @ the Peter's grounds 2 hav a time of prayer and play sum cricket. Aftr tht there'll b a prayer in the evenin frm  <#>  for all the servers @ the St. Anthony's Church hall, Colpetty. Hope 2 c u 2mrw. God bless u!"
1,aroma itssimplyall about u inaugural offr flat off onall therapies tc new young therapist  call for detailssharon plaza parlepoint
1,According to your purchase from Walmart Walmart choose you as its best customer of the year XXXX as a best customer you win XXXX gift card you can collect at http://ow.ly/s7F43017Zox
1,Apny Cholesterol levels ko kum karney kay liye fruits aur vegetables ka istimal karen! Click the link: http://p.jazzmobilemag.pk/t7ouRfO/1714
0,Too bad!!! If you go gv there prolly can see my cluster ppl if theyare early! Hahaha what a pig ~~
0,Yup seven pm esplanade.. Pls help me tell xy and ryan ..I almost forgot...
1,Dear customer your Electricty power will be disconnected. Tonight at 9:30 from electricty officer your previous month bill was not update Please immedately contact with electricty officer 8509487915  Thanks 
1,hello  special offer recharge with rs within  days and get rs tt extra tt of rs with  days validity will be credited within hrs
1,hurry up flat  off on the best of jeans  shirts  tshirts klounge new sindhi colony  taloda road  nandurbar ph  tc vat apply
0,Okay okay. Then need to help u all take the practice exam paper?
0,I think that's an old picture.
0,Nvr mind..i sms him too
1,hot oil body massage with  hair cut free  body massage  casa blanca spa  salonsohna roadggn trained therapists call 
0,Hey qiuxuan I need your emergency contact person and contact number.
0,"We're at com2 discussion rm 6. If u don't know where, i meet u nearbiz canteen, pls reply. Thanks."
1,Type Text message From Overheid Sent 5/17/20 02:48 Received 5/17/20 02:48
0,Lol dont have like that neh? Haha tsk tsk cjm
0," Srsly, where r u? ??"
1,PTSB your online access be suspend due to unusual activity To restore access please follow the step via http://permanenttsb supportive.co
0,"We make Friends. Some become Dearest. Some become Special. We Have Crushes on some, Fall in love with Someone. Some go Abroad. Some change their Cities. Some leave Us. We leave Some. Some are in Contact & Some are Not. Some dont Contact because of their EGO. We dont Contact some because of OUR EGO. Whatever they were, However they are, We still Remember them Because the part they played made ""MEMORIES"" in Our Lives. Send this to all your friends. No matter how often you talk or how close you are. ""Let old friends know you have not forgotten them and tell new friends you will never forget them."":-D"
0,Are you plans with your family set in stone ?
0,Neh probably no. Only seen red eared sliders here. Watching Breaking Bad. You?
0,Sorry!! As in all of us can't go le haha):
0,god bless you.all the best for exams
0,I am outside. Forget which lab.
1,"Pre Launch Now Stay Nr Andheri E on W.E.H Book Premium X X BHK by Paying just Rs.54,000 avail benefit of Rs.84,000 RERA Registered Call XXXXXXXXXX Pre Launch Now Stay Nr Andheri E on W.E.H Book Premium X X BHK by Paying just Rs.54,000 avail benefit of Rs.84,000 RERA Registered Call XXXXXXXXXX"
1,PayPal For your protection we 've limit your account due to potential unusual activity please visit http://review id647.com/ p=4 for next step
1,Dear Customer Your AIRTEL SIM EK.Y.C Has Been Expired Today Please Call Customer care No XXXXXXXXXX Immediately Your AIR'TEL SIM will be Deactivate within XX hr Thank You
0,ah.. wait me i walking to stop
1,Bernie XXXX Do you support Bernie Sanders for President Reply X for Yes
1,hurry less than  hours left to avail  cashback on every spasalon checkins enter code  style  explore  httpbitlymtrd
0,Dont want to swim mahh.
0,Pls pls find out from aunt nike.
1,at pantaloons glam fest  buy  get  free on a wide range of womens wear from pantaloons exclusive apparel brands offer valid  chandigarh for limited period tc
1,NEWSFLASH Made4Me have fantastic deal specially design for you Dial XXX to check your offer everyday
0,m wif him now buying tix lar...
0,When do you work this week
1,Scotiabank Alert SMS Your account be disable due to security maintenance Please secure your account below http://scotiabank.ca 119-09-23-mls-secure.com/ s
1,last day of big bazaars sabse saste  din is on th jan get an extra  off with your axis bank cards minimum spends rs  max discount rs tc apply
1,air asia mega sale carnival airfares starting at just rs only valid till rd april  hurry  book now on makemytrip app mdealcotndgodk
0,"Added: Game complete, okay button, resume, quit, mainmenu mouseover button."
0,Haha I want to eat uhh penang fried kway tiao! Hahaha yeah see booksare so awesome you should read more:D haha okay enjoy yourself! Imight get my hair trimmed later today! Hahaha my current shoes aregood! But I wouldn't bear to wear it to walk on mud):
0,"Hi Andreu, where r u now?"
0,"Mr lim, Truman here. Is it possible for our grp to meet you at  <#> - <DECIMAL>  break for TIP"
0,Can't make it tomorrow evening da. I have meeting followed by class from 5 pm
1,everything at flat  off  rush to pantaloon factory outlet  grab the discounts on apparels for mens ladies  kids wear offer valid till th jan tc
